"","game_str","play_id","ball_end_x","ball_end_y","player_position","field_pitch_x","field_pitch_y","airTime","year","success","distance","angle","Direction","Back","player","teamGame"
"506","1902_03_TeamMG_TeamA3",67,-72.216,132.6714,8,10.0107,308.3238,2.25,1902,"0",193.945857956931,23.23,"In","0","5633","A3"
"507","1902_03_TeamMG_TeamA3",67,-72.216,132.6714,9,131.436,244.1586,2.25,1902,"0",232.171343769725,33.01,"In","0","7652","A3"
"508","1902_03_TeamMG_TeamA3",81,146.3697,267.1479,9,125.3292,252.2199,3.75,1902,"1",25.7982135864094,151.78,"Back","1","7652","A3"
"509","1902_03_TeamMG_TeamA3",111,-178.7841,253.4514,7,-86.7981,279.7575,3.55,1902,"0",95.6735861834916,91.28,"Side","0","1684","A3"
"510","1902_03_TeamMG_TeamA3",111,-178.7841,253.4514,8,39.6015,291.807,3.55,1902,"0",221.728262381502,72.31,"Side","0","2141","A3"
"511","1902_03_TeamMG_TeamA3",111,-178.7841,253.4514,9,126.8715,219.8346,3.55,1902,"0",307.498674881047,66.29,"Side","0","1119","A3"
"512","1902_03_TeamMG_TeamA3",129,11.2257,207.7416,7,-118.4862,243.5406,2.7,1902,"0",134.561307226892,48.63,"Side","0","1684","A3"
"513","1902_03_TeamMG_TeamA3",129,11.2257,207.7416,8,-12.873,305.2038,2.7,1902,"0",100.397349419843,11.47,"In","0","2141","A3"
"514","1902_03_TeamMG_TeamA3",129,11.2257,207.7416,9,126.8514,263.946,2.7,1902,"0",128.56219148665,38.41,"In","0","1119","A3"
"515","1902_03_TeamMG_TeamA3",139,78.2826,284.0193,8,27.5901,288.7293,5.9,1902,"1",50.9108402626592,90.15,"Side","0","5633","A3"
"516","1902_03_TeamMG_TeamA3",149,122.289,127.6074,7,-110.1327,266.2848,2.05,1902,"0",270.649714394178,36.71,"In","0","3036","A3"
"517","1902_03_TeamMG_TeamA3",149,122.289,127.6074,8,17.0064,311.748,2.05,1902,"0",212.113616797979,32.88,"In","0","5633","A3"
"518","1902_03_TeamMG_TeamA3",149,122.289,127.6074,9,119.5824,245.6076,2.05,1902,"0",118.031236897696,27.27,"In","0","7652","A3"
"519","1902_03_TeamMG_TeamA3",155,-171.4749,174.7479,7,-118.0017,257.97,3,1902,"0",98.9206805812112,57.3,"Side","0","1684","A3"
"520","1902_03_TeamMG_TeamA3",155,-171.4749,174.7479,8,15.4254,309.5316,3,1902,"0",230.430831109424,51.35,"Side","0","2141","A3"
"521","1902_03_TeamMG_TeamA3",155,-171.4749,174.7479,9,131.8671,242.9937,3,1902,"0",310.924200057892,48.83,"Side","0","1119","A3"
"522","1902_03_TeamMG_TeamA3",160,0.7143,16.8651,7,-108.4881,259.8405,0.55,1902,"0",266.38732922367,1.54,"In","0","1684","A3"
"523","1902_03_TeamMG_TeamA3",160,0.7143,16.8651,8,12.942,311.3466,0.55,1902,"0",294.735254914542,0,"In","0","2141","A3"
"524","1902_03_TeamMG_TeamA3",160,0.7143,16.8651,9,128.6421,259.266,0.55,1902,"0",274.087063418998,1.43,"In","0","1119","A3"
"525","1902_03_TeamMG_TeamA3",161,-60.6663,62.4195,7,-115.0371,254.7513,1.05,1902,"0",199.869220201311,8.52,"In","0","1684","A3"
"526","1902_03_TeamMG_TeamA3",161,-60.6663,62.4195,8,11.7699,312.7512,1.05,1902,"0",260.601157125846,13.98,"In","0","2141","A3"
"527","1902_03_TeamMG_TeamA3",161,-60.6663,62.4195,9,125.7288,246.7794,1.05,1902,"0",262.167324493385,18.32,"In","0","1119","A3"
"528","1902_03_TeamMG_TeamA3",165,-29.31066,186.6354,7,-107.5896,250.8645,2.25,1902,"0",101.256949066884,27.42,"In","0","1684","A3"
"529","1902_03_TeamMG_TeamA3",165,-29.31066,186.6354,8,12.7278,304.1931,2.25,1902,"0",124.848087484197,17.28,"In","0","2141","A3"
"530","1902_03_TeamMG_TeamA3",165,-29.31066,186.6354,9,122.5419,237.3882,2.25,1902,"0",160.109483436783,44.22,"In","0","1119","A3"
"531","1902_03_TeamMG_TeamA3",175,-94.2549,241.5447,7,-119.5662,250.5624,3.3,1902,"1",26.8697007981109,44.88,"In","0","3036","A3"
"532","1902_03_TeamMG_TeamA3",181,-204.1689,225.4785,7,-84.8406,280.9701,3.6,1902,"0",131.600003234992,81.86,"Side","0","1684","A3"
"533","1902_03_TeamMG_TeamA3",181,-204.1689,225.4785,8,39.2415,309.9939,3.6,1902,"0",257.665433586502,63.64,"Side","0","2141","A3"
"534","1902_03_TeamMG_TeamA3",181,-204.1689,225.4785,9,135.3456,235.0818,3.6,1902,"0",339.650289387688,58.45,"Side","0","1119","A3"
"535","1902_03_TeamMG_TeamA3",195,-111.7536,212.1753,7,-109.5195,262.503,2.6,1902,"0",50.3772626300794,25.19,"In","0","2006","A3"
"536","1902_03_TeamMG_TeamA3",195,-111.7536,212.1753,8,13.5078,313.4595,2.6,1902,"0",161.086645938141,48.57,"Side","0","2141","A3"
"537","1902_03_TeamMG_TeamA3",195,-111.7536,212.1753,9,133.8741,251.8968,2.6,1902,"0",248.818738381055,52.82,"Side","0","2044","A3"
"538","1902_03_TeamMG_TeamA3",197,40.6182,278.6493,7,-118.596,244.8819,3.15,1902,"0",162.755641328957,76.13,"Side","0","2006","A3"
"539","1902_03_TeamMG_TeamA3",197,40.6182,278.6493,8,-9.8877,307.2276,3.15,1902,"0",58.0307260483617,58.65,"Side","0","2141","A3"
"540","1902_03_TeamMG_TeamA3",197,40.6182,278.6493,9,127.7535,265.5711,3.15,1902,"0",88.1112922463971,72.85,"Side","0","2044","A3"
"541","1902_03_TeamMG_TeamA3",207,-88.5183,92.1303,7,-114.237,265.8999,1.4,1902,"0",175.662532754854,14.83,"In","0","2006","A3"
"542","1902_03_TeamMG_TeamA3",207,-88.5183,92.1303,8,13.563,310.4601,1.4,1902,"0",241.015545925424,22.56,"In","0","2141","A3"
"543","1902_03_TeamMG_TeamA3",207,-88.5183,92.1303,9,132.1848,245.262,1.4,1902,"0",268.624600315198,26.92,"In","0","2044","A3"
"544","1902_03_TeamMG_TeamA3",212,-13.47528,362.331,8,10.5024,307.2231,6.05,1902,"1",60.0983342580508,154.53,"Back","1","2141","A3"
"545","1902_03_TeamMG_TeamA3",224,-51.0885,247.1985,8,-25.4283,294.1284,3.5,1902,"1",53.487020650341,33.61,"In","0","7520","A3"
"546","1902_03_TeamMG_TeamA3",231,-69.7563,188.8668,7,-114.522,260.7954,7.15,1902,"1",84.7212570400723,8.19,"In","0","2006","A3"
"547","1902_03_TeamMG_TeamA3",241,24.60369,171.1947,7,-123.9447,237.4827,2.25,1902,"0",162.667523235562,38.39,"In","0","2006","A3"
"548","1902_03_TeamMG_TeamA3",241,24.60369,171.1947,8,-6.3372,306.6051,2.25,1902,"0",138.900378336965,11.69,"In","0","2141","A3"
"549","1902_03_TeamMG_TeamA3",241,24.60369,171.1947,9,123.9291,259.1262,2.25,1902,"0",132.655515392004,22.92,"In","0","2044","A3"
"550","1902_03_TeamMG_TeamA3",249,28.74789,53.4777,7,-105.2409,234.4488,0.85,1902,"0",225.174454325694,12.34,"In","0","3956","A3"
"551","1902_03_TeamMG_TeamA3",249,28.74789,53.4777,8,-23.9217,287.175,0.85,1902,"0",239.558998449355,7.94,"In","0","7520","A3"
"552","1902_03_TeamMG_TeamA3",249,28.74789,53.4777,9,109.1328,253.1031,0.85,1902,"0",215.20230965505,1.39,"In","0","3162","A3"
"553","1902_03_TeamMG_TeamA3",255,2.5335,8.9505,7,-91.236,274.1139,0.5,1902,"0",281.254951653851,1.07,"In","0","2006","A3"
"554","1902_03_TeamMG_TeamA3",255,2.5335,8.9505,8,26.8488,309.8451,0.5,1902,"0",301.875461280393,0.33,"In","0","2141","A3"
"555","1902_03_TeamMG_TeamA3",255,2.5335,8.9505,9,136.2048,227.7615,0.5,1902,"0",256.410355026255,0.54,"In","0","2044","A3"
"556","1902_03_TeamMG_TeamA3",260,-114.0726,307.506,7,-118.2237,249.2382,5.5,1902,"1",58.415478668329,150.55,"Back","1","3956","A3"
"557","1902_03_TeamMG_TeamA3",264,-10.48473,202.5837,7,-89.6061,286.1043,3.6,1902,"0",115.04730251091,26.06,"In","0","3956","A3"
"558","1902_03_TeamMG_TeamA3",264,-10.48473,202.5837,8,29.9481,296.757,3.6,1902,"0",102.48621455932,17.47,"In","0","7520","A3"
"559","1902_03_TeamMG_TeamA3",264,-10.48473,202.5837,9,127.2195,230.9394,3.6,1902,"0",140.593387761953,49.52,"Side","0","3162","A3"
"560","1902_03_TeamMG_TeamA3",294,-36.0477,70.6419,7,-111.1899,258.4515,0.95,1902,"0",202.283949123503,1.47,"In","0","3956","A3"
"561","1902_03_TeamMG_TeamA3",294,-36.0477,70.6419,8,16.8996,310.0833,0.95,1902,"0",245.22561165435,9.35,"In","0","7520","A3"
"562","1902_03_TeamMG_TeamA3",294,-36.0477,70.6419,9,133.0308,248.2266,0.95,1902,"0",245.201681960667,15.41,"In","0","3162","A3"
"563","1902_03_TeamMG_TeamA3",316,-195.3282,235.0611,7,-105.99,229.6347,4.3,1902,"0",89.502847978151,118.25,"Side","0","3956","A3"
"564","1902_03_TeamMG_TeamA3",316,-195.3282,235.0611,8,-23.6295,287.7663,4.3,1902,"0",179.605906608691,77.63,"Side","0","7520","A3"
"565","1902_03_TeamMG_TeamA3",316,-195.3282,235.0611,9,112.5933,245.0166,4.3,1902,"0",308.082395054472,63.47,"Side","0","3162","A3"
"566","1902_10_TeamMI_TeamA3",3,-112.8216,122.1657,7,-118.584,261.8136,1.6,1902,"0",139.766738633231,22,"In","0","2006","A3"
"567","1902_10_TeamMI_TeamA3",3,-112.8216,122.1657,8,23.6253,296.0481,1.6,1902,"0",221.026798260686,33.56,"In","0","2141","A3"
"568","1902_10_TeamMI_TeamA3",3,-112.8216,122.1657,9,118.9029,231.1644,1.6,1902,"0",256.07998848395,37.59,"In","0","2044","A3"
"569","1902_10_TeamMI_TeamA3",8,119.1813,187.9065,7,-124.1112,262.5966,5,1902,"0",254.499217276321,47.64,"Side","0","3956","A3"
"570","1902_10_TeamMI_TeamA3",8,119.1813,187.9065,8,17.7297,302.7975,5,1902,"0",153.272205645903,44.8,"In","0","7520","A3"
"571","1902_10_TeamMI_TeamA3",8,119.1813,187.9065,9,118.6947,237.3198,5,1902,"0",49.415695851116,27.14,"In","0","3162","A3"
"572","1902_10_TeamMI_TeamA3",9,-63.0708,113.1648,7,-140.7126,249.8529,1.45,1902,"0",157.200145638768,0.21,"In","0","2006","A3"
"573","1902_10_TeamMI_TeamA3",9,-63.0708,113.1648,8,-11.0004,310.9374,1.45,1902,"0",204.512414945695,16.78,"In","0","2141","A3"
"574","1902_10_TeamMI_TeamA3",9,-63.0708,113.1648,9,119.7828,241.6821,1.45,1902,"0",223.499743696162,28.53,"In","0","2044","A3"
"575","1902_10_TeamMI_TeamA3",12,-20.15793,365.181,8,22.8489,301.5102,6.15,1902,"1",76.8346158921153,141.63,"Back","1","7520","A3"
"576","1902_10_TeamMI_TeamA3",20,-4.26813,31.5108,7,-109.7886,260.475,0.65,1902,"0",252.109449387882,1.89,"In","0","3956","A3"
"577","1902_10_TeamMI_TeamA3",20,-4.26813,31.5108,8,19.7769,319.1256,0.65,1902,"0",288.618150237889,1.23,"In","0","7520","A3"
"578","1902_10_TeamMI_TeamA3",20,-4.26813,31.5108,9,123.1098,239.8107,0.65,1902,"0",244.159753831574,4.27,"In","0","3162","A3"
"579","1902_10_TeamMI_TeamA3",30,-82.5711,285.4422,7,-109.1985,266.2026,5.65,1902,"1",32.8508849031499,103.55,"Side","0","2044","A3"
"580","1902_10_TeamMI_TeamA3",40,-114.3501,329.187,7,-133.8849,243.6657,4.95,1902,"0",87.7240056354588,138.35,"Back","1","3956","A3"
"581","1902_10_TeamMI_TeamA3",40,-114.3501,329.187,8,-21.0141,303.8469,4.95,1902,"0",96.7146812227079,109.15,"Side","0","7520","A3"
"582","1902_10_TeamMI_TeamA3",40,-114.3501,329.187,9,113.3019,268.4907,4.95,1902,"0",235.604486242707,82.05,"Side","0","3162","A3"
"583","1902_10_TeamMI_TeamA3",48,-65.223,253.1841,7,-104.3931,267.4932,4.35,1902,"1",41.7018833725768,48.61,"Side","0","3956","A3"
"584","1902_10_TeamMI_TeamA3",64,-1.726338,22.82385,7,-124.821,261.1869,0.6,1902,"0",268.270832216618,1.77,"In","0","3956","A3"
"585","1902_10_TeamMI_TeamA3",64,-1.726338,22.82385,8,17.1396,309.135,0.6,1902,"0",286.932044621967,0.6,"In","0","7520","A3"
"586","1902_10_TeamMI_TeamA3",64,-1.726338,22.82385,9,123.1053,248.0517,0.6,1902,"0",257.508295519553,2.6,"In","0","3162","A3"
"587","1902_10_TeamMI_TeamA3",83,138.2094,144.9435,7,-104.1492,270.8142,3,1902,"0",273.095448721596,41.52,"In","0","3956","A3"
"588","1902_10_TeamMI_TeamA3",83,138.2094,144.9435,8,24.6972,320.5032,3,1902,"0",209.060344907708,37.29,"In","0","7520","A3"
"589","1902_10_TeamMI_TeamA3",83,138.2094,144.9435,9,139.0851,230.9169,3,1902,"0",85.9778596968429,30.48,"In","0","3162","A3"
"590","1902_10_TeamMI_TeamA3",86,91.1499,305.187,9,132.0183,244.0134,4.7,1902,"1",73.5692561843601,117.84,"Side","0","1119","A3"
"591","1902_10_TeamMI_TeamA3",136,2.787,7.9377,7,-105.7041,264.7272,0.5,1902,"0",278.767225637197,1.14,"In","0","2044","A3"
"592","1902_10_TeamMI_TeamA3",136,2.787,7.9377,8,9.267,320.6535,0.5,1902,"0",312.782931071438,0.47,"In","0","2141","A3"
"593","1902_10_TeamMI_TeamA3",136,2.787,7.9377,9,131.1495,254.4282,0.5,1902,"0",277.910953358265,0.24,"In","0","1119","A3"
"594","1902_10_TeamMI_TeamA3",140,-160.1124,188.7372,7,-106.9287,265.2213,3.7,1902,"0",93.1575198172429,56.77,"Side","0","3956","A3"
"595","1902_10_TeamMI_TeamA3",140,-160.1124,188.7372,8,7.8708,324.8901,3.7,1902,"0",216.231282798419,49.59,"Side","0","7520","A3"
"596","1902_10_TeamMI_TeamA3",140,-160.1124,188.7372,9,133.6359,245.4105,3.7,1902,"0",299.165383501802,50.51,"Side","0","3162","A3"
"597","1902_10_TeamMI_TeamA3",147,-66.9009,67.9431,7,-112.6059,255.432,1.2,1902,"0",192.979363270299,10.09,"In","0","3956","A3"
"598","1902_10_TeamMI_TeamA3",147,-66.9009,67.9431,8,12.7845,304.4334,1.2,1902,"0",249.554452910081,16.22,"In","0","7520","A3"
"599","1902_10_TeamMI_TeamA3",147,-66.9009,67.9431,9,128.3505,243.9444,1.2,1902,"0",262.867964582317,20.22,"In","0","3162","A3"
"600","1902_10_TeamMI_TeamA3",174,13.58208,325.8,8,19.4565,299.3481,3.7,1902,"1",27.0963433685507,163.76,"Back","1","2141","A3"
"601","1902_10_TeamMI_TeamA3",190,91.0944,273.9519,7,-116.223,260.5608,3.6,1902,"0",207.749430569545,69.66,"Side","0","2044","A3"
"602","1902_10_TeamMI_TeamA3",190,91.0944,273.9519,8,23.2614,298.9086,3.6,1902,"0",72.2783007817007,74.25,"Side","0","2141","A3"
"603","1902_10_TeamMI_TeamA3",190,91.0944,273.9519,9,124.6911,232.578,3.6,1902,"0",53.2966964464028,112.73,"Side","0","1119","A3"
"604","1902_10_TeamMI_TeamA3",196,82.4112,136.7439,7,-115.7838,265.1916,2.55,1902,"0",236.178046524841,33.47,"In","0","2044","A3"
"605","1902_10_TeamMI_TeamA3",196,82.4112,136.7439,8,26.8866,297.1542,2.55,1902,"0",169.748182762732,24.26,"In","0","2141","A3"
"606","1902_10_TeamMI_TeamA3",196,82.4112,136.7439,9,129.6408,231.5868,2.55,1902,"0",105.951926818581,2.77,"In","0","1119","A3"
"607","1902_10_TeamMI_TeamA3",214,-107.4468,336.774,7,-111.0762,259.3149,4.7,1902,"0",77.5440824123285,154.13,"Back","1","2044","A3"
"608","1902_10_TeamMI_TeamA3",214,-107.4468,336.774,8,3.7761,318.0858,4.7,1902,"0",112.782012323109,98.86,"Side","0","2141","A3"
"609","1902_10_TeamMI_TeamA3",214,-107.4468,336.774,9,129.108,250.8171,4.7,1902,"0",251.68782660401,82.73,"Side","0","1119","A3"
"610","1902_10_TeamMI_TeamA3",234,-68.3715,294.7641,8,-24.3936,309.5541,4.65,1902,"1",46.3982735498855,75.92,"Side","0","7520","A3"
"611","1902_10_TeamMI_TeamA3",239,10.87344,71.3718,7,-111.0009,254.4483,0.95,1902,"0",219.932625143896,10.08,"In","0","3956","A3"
"612","1902_10_TeamMI_TeamA3",239,10.87344,71.3718,8,7.137,322.9539,0.95,1902,"0",251.6098448477,2.12,"In","0","7520","A3"
"613","1902_10_TeamMI_TeamA3",239,10.87344,71.3718,9,135.2346,254.8326,0.95,1902,"0",221.638361420548,6.18,"In","0","3162","A3"
"614","1902_10_TeamMI_TeamA3",275,-20.11434,172.0719,7,-105.2388,263.1651,1.85,1902,"0",124.676159615749,21.26,"In","0","3956","A3"
"615","1902_10_TeamMI_TeamA3",275,-20.11434,172.0719,8,17.2572,320.7237,1.85,1902,"0",153.277492298157,11.03,"In","0","7520","A3"
"616","1902_10_TeamMI_TeamA3",275,-20.11434,172.0719,9,139.8741,222.6492,1.85,1902,"0",167.792622629613,40.32,"In","0","3162","A3"
"617","1902_11_TeamMI_TeamA3",2,-47.562,289.9032,7,-108.5499,256.3923,5,1902,"1",69.5881050555338,95.84,"Side","0","3956","A3"
"618","1902_11_TeamMI_TeamA3",14,-12.72393,60.7563,7,-106.8708,268.9848,0.85,1902,"0",228.522955833866,2.66,"In","0","3956","A3"
"619","1902_11_TeamMI_TeamA3",14,-12.72393,60.7563,8,12.6663,319.4259,0.85,1902,"0",259.912727167434,3.34,"In","0","7520","A3"
"620","1902_11_TeamMI_TeamA3",14,-12.72393,60.7563,9,132.5568,238.6311,0.85,1902,"0",229.664831840604,10.19,"In","0","3162","A3"
"621","1902_11_TeamMI_TeamA3",17,70.0497,363.645,8,10.5981,324.2937,5.25,1902,"1",71.2952842357052,125.37,"Side","0","2141","A3"
"622","1902_11_TeamMI_TeamA3",26,123.6588,267.0528,9,136.452,250.3176,3.1,1902,"1",21.0649682003083,114.01,"Side","0","1119","A3"
"623","1902_11_TeamMI_TeamA3",28,-111.4092,309.333,7,-107.9196,261.4989,5.5,1902,"1",47.9612179888084,161.75,"Back","1","2044","A3"
"624","1902_11_TeamMI_TeamA3",35,-23.27805,198.1617,7,-124.1454,245.8017,6.9,1902,"1",111.551745374165,37.92,"In","0","3956","A3"
"625","1902_11_TeamMI_TeamA3",38,-24.92631,281.9151,7,-114.7812,261.1551,3.65,1902,"0",92.2219000938069,79.28,"Side","0","2044","A3"
"626","1902_11_TeamMI_TeamA3",38,-24.92631,281.9151,8,30.042,307.0167,3.65,1902,"0",60.4285150141562,59.87,"Side","0","2141","A3"
"627","1902_11_TeamMI_TeamA3",38,-24.92631,281.9151,9,132.1296,240.1161,3.65,1902,"0",162.52296842886,76.08,"Side","0","1119","A3"
"628","1902_11_TeamMI_TeamA3",52,74.1687,181.2861,7,-106.0932,269.9454,2.1,1902,"0",200.885101657888,42.35,"In","0","2044","A3"
"629","1902_11_TeamMI_TeamA3",52,74.1687,181.2861,8,23.3019,308.6112,2.1,1902,"0",137.109855343261,26.09,"In","0","2141","A3"
"630","1902_11_TeamMI_TeamA3",52,74.1687,181.2861,9,140.3862,235.8606,2.1,1902,"0",85.8087021024092,19.74,"In","0","1119","A3"
"631","1902_11_TeamMI_TeamA3",67,102.5697,357.603,7,-108.7137,266.6538,5.15,1902,"0",230.027024708402,91.11,"Side","0","2044","A3"
"632","1902_11_TeamMI_TeamA3",67,102.5697,357.603,8,18.4218,301.7742,5.15,1902,"0",100.983780795977,127.06,"Side","0","2569","A3"
"633","1902_11_TeamMI_TeamA3",67,102.5697,357.603,9,140.7216,220.8312,5.15,1902,"0",141.993284168125,131.91,"Side","0","2141","A3"
"634","1902_11_TeamMI_TeamA3",76,-189.0066,193.7448,7,-121.4991,234.8013,5.35,1902,"1",79.0120164816719,86.05,"Side","0","2044","A3"
"635","1902_11_TeamMI_TeamA3",85,38.0298,249.435,7,-111.0696,247.614,2.75,1902,"0",149.110519821239,66.54,"Side","0","3956","A3"
"636","1902_11_TeamMI_TeamA3",85,38.0298,249.435,8,24.6282,297.5853,2.75,1902,"0",49.9805389391711,20.28,"In","0","7520","A3"
"637","1902_11_TeamMI_TeamA3",85,38.0298,249.435,9,124.848,226.7538,2.75,1902,"0",89.7320270844251,75.8,"Side","0","3162","A3"
"638","1902_11_TeamMI_TeamA3",112,-100.2495,237.1548,7,-111.8973,258.5139,2.8,1902,"1",24.3286332877537,5.2,"In","0","3956","A3"
"639","1902_11_TeamMI_TeamA3",123,83.8947,235.8105,7,-127.5276,235.4604,3.3,1902,"0",211.42258986991,61.65,"Side","0","3956","A3"
"640","1902_11_TeamMI_TeamA3",123,83.8947,235.8105,8,-17.9427,315.8826,3.3,1902,"0",129.546892039794,48.57,"Side","0","7520","A3"
"641","1902_11_TeamMI_TeamA3",123,83.8947,235.8105,9,120.8925,265.6572,3.3,1902,"0",47.5359096444993,26.64,"In","0","3162","A3"
"642","1902_11_TeamMI_TeamA3",138,132.6987,300.819,9,134.9367,249.8127,5.7,1902,"1",51.0553746797534,149.11,"Back","1","2141","A3"
"643","1902_11_TeamMI_TeamA3",141,-172.6593,200.8887,7,-114.6576,262.7571,4.2,1902,"0",84.8050477356743,66.73,"Side","0","3956","A3"
"644","1902_11_TeamMI_TeamA3",141,-172.6593,200.8887,8,17.9772,329.0277,4.2,1902,"0",229.699539514667,52.97,"Side","0","7520","A3"
"645","1902_11_TeamMI_TeamA3",141,-172.6593,200.8887,9,134.2851,250.4661,4.2,1902,"0",310.92247149751,52.63,"Side","0","3162","A3"
"646","1902_11_TeamMI_TeamA3",173,119.1858,226.4718,9,141.8724,243.8904,2.75,1902,"1",28.6022629440399,22.3,"In","0","3162","A3"
"647","1902_11_TeamMI_TeamA3",209,11.48829,270.8622,7,-118.0362,237.0675,3.25,1902,"0",133.860656123635,78.15,"Side","0","3956","A3"
"648","1902_11_TeamMI_TeamA3",209,11.48829,270.8622,8,15.0486,303.5616,3.25,1902,"0",32.8926521833692,3.38,"In","0","7520","A3"
"649","1902_11_TeamMI_TeamA3",209,11.48829,270.8622,9,139.4628,251.1873,3.25,1902,"0",129.478094285289,69.7,"Side","0","3162","A3"
"650","1902_11_TeamMI_TeamA3",211,147.9504,272.8536,9,135.5817,236.4153,6.3,1902,"1",38.4803124542927,168.92,"Back","1","3162","A3"
"651","1902_11_TeamMI_TeamA3",228,-100.7865,237.0678,7,-109.7256,247.5684,7.3,1902,"1",13.7902178797146,16.5,"In","0","2044","A3"
"652","1902_11_TeamMI_TeamA3",249,-133.4754,210.2802,7,-117.7488,239.7444,6.45,1902,"1",33.3985782511771,54.25,"Side","0","3956","A3"
"653","1902_11_TeamMI_TeamA3",270,34.3824,322.911,8,-23.19,302.9025,4.95,1902,"1",60.9501543395093,104.79,"Side","0","2569","A3"
"654","1902_11_TeamMI_TeamA3",287,11.66031,283.1784,8,27.9708,334.7202,6.9,1902,"1",54.060976973045,12.78,"In","0","7520","A3"
"655","1902_11_TeamMI_TeamA3",297,68.4621,334.719,9,109.6245,268.2786,6.2,1902,"1",78.1579805644951,125.99,"Side","0","2141","A3"
"656","1902_11_TeamMI_TeamA3",304,154.0872,219.4575,9,139.8372,214.5939,3.2,1902,"1",15.0571280448829,141.93,"Back","1","2141","A3"
"657","1902_12_TeamMI_TeamA3",11,-144.078,156.0276,7,-125.1468,241.3011,3.25,1902,"0",87.34964301982,39.93,"In","0","2044","A3"
"658","1902_12_TeamMI_TeamA3",11,-144.078,156.0276,8,-4.4538,318.0018,3.25,1902,"0",213.847045084284,41.56,"In","0","2569","A3"
"659","1902_12_TeamMI_TeamA3",11,-144.078,156.0276,9,123.672,265.8882,3.25,1902,"0",289.412186910572,42.75,"In","0","2141","A3"
"660","1902_12_TeamMI_TeamA3",35,122.6085,182.4969,7,-117.8304,241.3371,3.9,1902,"0",247.533904282323,50.23,"Side","0","2044","A3"
"661","1902_12_TeamMI_TeamA3",35,122.6085,182.4969,8,5.9349,317.1693,3.9,1902,"0",178.183568991981,41.98,"In","0","2569","A3"
"662","1902_12_TeamMI_TeamA3",35,122.6085,182.4969,9,128.0091,255.0543,3.9,1902,"0",72.7581114042964,22.39,"In","0","2141","A3"
"663","1902_12_TeamMI_TeamA3",43,-9.88275,53.8608,7,-105.3288,268.4829,0.9,1902,"0",234.888471979815,2.55,"In","0","2044","A3"
"664","1902_12_TeamMI_TeamA3",43,-9.88275,53.8608,8,24.399,312.1332,0.9,1902,"0",260.537657517723,3.09,"In","0","2569","A3"
"665","1902_12_TeamMI_TeamA3",43,-9.88275,53.8608,9,139.5501,233.121,0.9,1902,"0",233.376082671645,8.91,"In","0","2141","A3"
"666","1902_12_TeamMI_TeamA3",45,10.42821,49.0107,7,-109.5027,266.8476,0.9,1902,"0",248.669133941143,6.52,"In","0","3956","A3"
"667","1902_12_TeamMI_TeamA3",45,10.42821,49.0107,8,28.6926,316.3554,0.9,1902,"0",267.967864790094,1.27,"In","0","7520","A3"
"668","1902_12_TeamMI_TeamA3",45,10.42821,49.0107,9,133.6908,240.0195,0.9,1902,"0",227.328018006906,3.72,"In","0","3162","A3"
"669","1902_12_TeamMI_TeamA3",49,-81.4557,228.4026,7,-101.9109,257.5128,2.4,1902,"0",35.5783494709915,13.5,"In","0","3956","A3"
"670","1902_12_TeamMI_TeamA3",49,-81.4557,228.4026,8,23.4354,319.5576,2.4,1902,"0",138.965380164306,44.81,"In","0","7520","A3"
"671","1902_12_TeamMI_TeamA3",49,-81.4557,228.4026,9,130.9785,238.8663,2.4,1902,"0",212.691744896999,58.44,"Side","0","3162","A3"
"672","1902_12_TeamMI_TeamA3",68,-108.6159,147.4512,7,-115.698,249.6936,1.85,1902,"0",102.487387019916,20.9,"In","0","3956","A3"
"673","1902_12_TeamMI_TeamA3",68,-108.6159,147.4512,8,8.3901,306.7176,1.85,1902,"0",197.62639045674,34.74,"In","0","7520","A3"
"674","1902_12_TeamMI_TeamA3",68,-108.6159,147.4512,9,118.7769,232.5708,1.85,1902,"0",242.802042404919,42.42,"In","0","3162","A3"
"675","1902_12_TeamMI_TeamA3",84,25.13874,216.6843,7,-106.2765,267.9267,2.2,1902,"0",141.052291232782,47.06,"Side","0","3956","A3"
"676","1902_12_TeamMI_TeamA3",84,25.13874,216.6843,8,25.6845,323.7852,2.2,1902,"0",107.102290520733,4.24,"In","0","7520","A3"
"677","1902_12_TeamMI_TeamA3",84,25.13874,216.6843,9,134.8005,238.5891,2.2,1902,"0",111.828090698794,49.24,"Side","0","3162","A3"
"678","1902_12_TeamMI_TeamA3",85,-79.7568,361.245,7,-115.2072,262.8702,5.35,1902,"0",104.567356929397,136.52,"Back","1","3956","A3"
"679","1902_12_TeamMI_TeamA3",85,-79.7568,361.245,8,24.1035,321.8607,5.35,1902,"0",111.076932810462,106.48,"Side","0","7520","A3"
"680","1902_12_TeamMI_TeamA3",85,-79.7568,361.245,9,136.6626,252.9774,5.35,1902,"0",241.990144233438,88.2,"Side","0","3162","A3"
"681","1902_12_TeamMI_TeamA3",105,106.4424,329.982,7,-102.5598,276.4848,4.95,1902,"0",215.740283703994,84.01,"Side","0","2044","A3"
"682","1902_12_TeamMI_TeamA3",105,106.4424,329.982,8,12.9489,332.8371,4.95,1902,"0",93.5370842941985,90.48,"Side","0","2569","A3"
"683","1902_12_TeamMI_TeamA3",105,106.4424,329.982,9,132.2889,245.8107,4.95,1902,"0",88.0502657914217,134.64,"Side","0","2141","A3"
